,91731124,75,Chiba,Kagawa
,2700267289,76,Kanagawa,Aichi
,2700267289,76,Aichi,Gifu
,2700267289,76,Gifu,Kanagawa
,2700267289,76,Kanagawa,Tōkyō
,2700267289,76,Tōkyō,Kanagawa
,2700267289,76,Kanagawa,Tōkyō
,2700267289,76,Tōkyō,Ehime
,2473653858,78,Nagasaki,Fukuoka
,2473653858,78,Fukuoka,Chiba
,2473653858,78,Chiba,Tōkyō
,2473653858,78,Tōkyō,Ōsaka
,2473653858,78,Ōsaka,Nagasaki
,2473653858,78,Nagasaki,Fukuoka
,54718006,79,Kanagawa,Tōkyō
,54718006,79,Tōkyō,Fukuoka
,231333956,81,Yamaguchi,Hiroshima
,231333956,81,Hiroshima,Yamaguchi
,4831583926,83,Chiba,Tōkyō
,4831583926,83,Tōkyō,Chiba
,89694800,84,Tōkyō,Chiba
,163611236,85,Aichi,Shizuoka
,232624247,86,Aichi,Chiba
,232624247,86,Chiba,Aichi
,232624247,86,Aichi,Tōkyō
,232624247,86,Tōkyō,Chiba
,232624247,86,Chiba,Tōkyō
,232624247,86,Tōkyō,Aichi
,232624247,86,Aichi,Kyōto
,232624247,86,Kyōto,Aichi
,1962497762,88,Tōkyō,Kanagawa
,1962497762,88,Kanagawa,Tōkyō
,1962497762,88,Tōkyō,Kanagawa
,1962497762,88,Kanagawa,Tōkyō
,1962497762,88,Tōkyō,Kanagawa
,1962497762,88,Kanagawa,Tōkyō
,2808820982,90,Tōkyō,Saitama
,2808820982,90,Saitama,Tōkyō
,367703646,91,Chiba,Tōkyō
,367703646,91,Tōkyō,Chiba
,2205054823,93,Ōsaka,Hyōgo
,2205054823,93,Hyōgo,Ōsaka
,89591633,95,Kanagawa,Saitama
,89591633,95,Saitama,Kanagawa
,183269094,96,Tōkyō,Miyagi
,183269094,96,Miyagi,Tōkyō
,1603825117,97,Ōsaka,Tōkyō
,1603825117,97,Tōkyō,Kanagawa
,1603825117,97,Kanagawa,Yamanashi
,105793846,100,Kanagawa,Miyagi
,105793846,100,Miyagi,Tōkyō
,856286880,101,Aichi,Tōkyō
,702142957969780736,102,Aichi,Tōkyō
,702142957969780736,102,Tōkyō,Chiba
,702142957969780736,102,Chiba,Tōkyō
,702142957969780736,102,Tōkyō,Aichi
,3571830252,103,Ōsaka,Tōkyō
,3571830252,103,Tōkyō,Ōsaka
,1570478323,104,Fukuoka,Tōkyō
,113637045,105,Fukushima,Miyagi
,113637045,105,Miyagi,Fukushima
,113637045,105,Fukushima,Tochigi
,325542585,107,Aichi,Fukuoka
,325542585,107,Fukuoka,Kumamoto
,325542585,107,Kumamoto,Fukuoka
,325542585,107,Fukuoka,Aichi
,6855912,108,Mie,Aichi
,6855912,108,Aichi,Tōkyō
,169419556,109,Fukuoka,Tōkyō
,169419556,109,Tōkyō,Fukushima
,169419556,109,Fukushima,Tōkyō
,5532582,110,Kanagawa,Tōkyō
,5532582,110,Tōkyō,Kanagawa
,321178065,117,Tōkyō,Kanagawa
,321178065,117,Kanagawa,Tōkyō
,321178065,117,Tōkyō,Fukuoka
,321178065,117,Fukuoka,Tōkyō
,321178065,117,Tōkyō,Kanagawa
,82134463,118,Kyōto,Tōkyō
,82134463,118,Tōkyō,Kyōto
,1444295947,119,Ōsaka,Shiga
,1444295947,119,Shiga,Kyōto
,1444295947,119,Kyōto,Ōsaka
,4592026340,121,Miyagi,Yamagata
,4592026340,121,Yamagata,Miyagi
,1167608762,123,Tōkyō,Chiba
,1167608762,123,Chiba,Tōkyō
,956913193,124,Chiba,Tōkyō
,281336680,125,Kōchi,Ehime
,281336680,125,Ehime,Miyazaki
,281336680,125,Miyazaki,Ehime
,281336680,125,Ehime,Kōchi
,397365248,126,Hyōgo,Ōsaka
,239470473,127,Shizuoka,Aichi
,239470473,127,Aichi,Kanagawa
,239470473,127,Kanagawa,Shizuoka
,137011868,129,Tōkyō,Saitama
,137011868,129,Saitama,Tōkyō
,137011868,129,Tōkyō,Saitama
,137011868,129,Saitama,Tōkyō
,137011868,129,Tōkyō,Saitama
,137011868,129,Saitama,Tōkyō
,1709511818,130,Chiba,Tōkyō
,11425382,131,Saitama,Miyagi
,11425382,131,Miyagi,Chiba
,11425382,131,Chiba,Miyagi
,11425382,131,Miyagi,Saitama
,86655270,132,Shizuoka,Tōkyō
,86655270,132,Tōkyō,Chiba
,86655270,132,Chiba,Tōkyō
,86655270,132,Tōkyō,Shizuoka
,633800329,133,Saitama,Ishikawa
,633800329,133,Ishikawa,Saitama
,2988445567,134,Kanagawa,Tōkyō
,2988445567,134,Tōkyō,Kanagawa
,3164730510,135,Tochigi,Fukuoka
,308919708,137,Aichi,Tōkyō
,308919708,137,Tōkyō,Chiba
,308919708,137,Chiba,Tōkyō
,308919708,137,Tōkyō,Aichi
,308919708,137,Aichi,Gifu
,308919708,137,Gifu,Aichi
,308919708,137,Aichi,Gifu
,308919708,137,Gifu,Aichi
,601478856,138,Tottori,Hyōgo
,601478856,138,Hyōgo,Ōsaka
,601478856,138,Ōsaka,Aichi
,409135429,140,Tōkyō,Kanagawa
,409135429,140,Kanagawa,Shizuoka
,409135429,140,Shizuoka,Yamanashi
,409135429,140,Yamanashi,Tōkyō
,409135429,140,Tōkyō,Ibaraki
,72203810,141,Toyama,Ishikawa
,72203810,141,Ishikawa,Toyama
,72203810,141,Toyama,Ishikawa
,477812070,146,Fukuoka,Aichi
,75494988,149,Kanagawa,Tōkyō
,75494988,149,Tōkyō,Fukuoka
,75494988,149,Fukuoka,Ōita
,75494988,149,Ōita,Tōkyō
,75494988,149,Tōkyō,Aichi
,191716799,150,Tōkyō,Shiga
,191716799,150,Shiga,Tōkyō
,191716799,150,Tōkyō,Shimane
,350569612,151,Ōsaka,Okayama
,350569612,151,Okayama,Shimane
,452237712,153,Shiga,Tōkyō
,63460948,154,Kanagawa,Tōkyō
,153663216,155,Aichi,Gifu
,153663216,155,Gifu,Aichi
,153663216,155,Aichi,Gifu
,153663216,155,Gifu,Tōkyō
,153663216,155,Tōkyō,Miyagi
,140360334,156,Okayama,Ōsaka
,140360334,156,Ōsaka,Aichi
,140360334,156,Aichi,Tōkyō
,140360334,156,Tōkyō,Chiba
,140360334,156,Chiba,Okayama
,237631231,157,Ōsaka,Chiba
,237631231,157,Chiba,Ōsaka
,237631231,157,Ōsaka,Fukui
,237631231,157,Fukui,Ōsaka
,2445544891,158,Fukushima,Tōkyō
,2445544891,158,Tōkyō,Kōchi
,2348548940,160,Fukui,Nagano
,2348548940,160,Nagano,Gifu
,2348548940,160,Gifu,Fukui
,157229476,161,Saitama,Kanagawa
,157229476,161,Kanagawa,Saitama
,157229476,161,Saitama,Tōkyō
,157229476,161,Tōkyō,Ōsaka
,157229476,161,Ōsaka,Mie
,157229476,161,Mie,Shiga
,157229476,161,Shiga,Mie
,157229476,161,Mie,Wakayama
,5660332,162,Aichi,Mie
,5660332,162,Mie,Wakayama
,5660332,162,Wakayama,Mie
,5660332,162,Mie,Aichi
,5660332,162,Aichi,Mie
,5660332,162,Mie,Ōsaka
,116414348,165,Fukuoka,Yamaguchi
,116414348,165,Yamaguchi,Shimane
,116414348,165,Shimane,Yamaguchi
,116414348,165,Yamaguchi,Fukuoka
,116414348,165,Fukuoka,Nagasaki
,220195558,166,Kyōto,Tōkyō
,197965264,167,Saitama,Chiba
,6025742,168,Tochigi,Tōkyō
,310686458,169,Chiba,Tōkyō
,313699454,172,Tōkyō,Ōsaka
,2750981791,173,Chiba,Tōkyō
,60598210,174,Saitama,Tōkyō
,60598210,174,Tōkyō,Saitama
,60598210,174,Saitama,Tōkyō
,60598210,174,Tōkyō,Saitama
,2790632523,176,Chiba,Nara
,2790632523,176,Nara,Chiba
,2790632523,176,Chiba,Tōkyō
,2790632523,176,Tōkyō,Chiba
,406969276,179,Fukuoka,Tōkyō
,406969276,179,Tōkyō,Fukuoka
,25598200,181,Kagawa,Okayama
,42860422,182,Tōkyō,Fukuoka
,42860422,182,Fukuoka,Tōkyō
,136015339,183,Chiba,Tōkyō
,136015339,183,Tōkyō,Hiroshima
,136015339,183,Hiroshima,Tōkyō
,837876335619919872,184,Fukuoka,Tōkyō
,128472070,185,Aichi,Gifu
,114066499,186,Aichi,Gifu
,114066499,186,Gifu,Aichi
,114066499,186,Aichi,Kanagawa
,404758103,191,Okinawa,Chiba
,404758103,191,Chiba,Okinawa
,184711180,192,Hyōgo,Aichi
,127760213,193,Tōkyō,Chiba
,577776708,196,Chiba,Tōkyō
,577776708,196,Tōkyō,Ōsaka
,95768981,198,Tōkyō,Chiba
,95768981,198,Chiba,Tōkyō
,95768981,198,Tōkyō,Hyōgo
,95768981,198,Hyōgo,Ōsaka
,95768981,198,Ōsaka,Tōkyō
,2415732289,199,Aichi,Shiga
,2415732289,199,Shiga,Aichi
,2415732289,199,Aichi,Shiga
,2415732289,199,Shiga,Aichi
,160700425,200,Fukuoka,Tōkyō
,160700425,200,Tōkyō,Chiba
,160700425,200,Chiba,Kumamoto
,410028512,203,Aichi,Gifu
,410028512,203,Gifu,Shizuoka
,410028512,203,Shizuoka,Tōkyō
,2795956424,208,Niigata,Tōkyō
,237687277,209,Aichi,Mie
,237687277,209,Mie,Aichi
,237687277,209,Aichi,Shizuoka
,91556664,210,Hyōgo,Ōsaka
,91556664,210,Ōsaka,Shizuoka
,91556664,210,Shizuoka,Aichi
,91556664,210,Aichi,Gifu
,91556664,210,Gifu,Shiga
,91556664,210,Shiga,Kyōto
,91556664,210,Kyōto,Hyōgo
,91556664,210,Hyōgo,Ōsaka
,2317011618,211,Shizuoka,Kanagawa
,2317011618,211,Kanagawa,Tōkyō
,2317011618,211,Tōkyō,Saitama
,2317011618,211,Saitama,Tōkyō
,2317011618,211,Tōkyō,Kanagawa
,2317011618,211,Kanagawa,Shizuoka
,2317011618,211,Shizuoka,Kanagawa
,2317011618,211,Kanagawa,Tōkyō
,2317011618,211,Tōkyō,Hyōgo
,2317011618,211,Hyōgo,Nagasaki
,552290631,213,Ōsaka,Hyōgo
,552290631,213,Hyōgo,Ōsaka
,552290631,213,Ōsaka,Hyōgo
,619182875,215,Chiba,Tōkyō
,619182875,215,Tōkyō,Miyagi
,619182875,215,Miyagi,Iwate
,619182875,215,Iwate,Miyagi
,700122320,218,Kanagawa,Chiba
,53118903,219,Ishikawa,Tōkyō
,53118903,219,Tōkyō,Ishikawa
,53118903,219,Ishikawa,Tōkyō
,53118903,219,Tōkyō,Ishikawa
,53118903,219,Ishikawa,Tōkyō
,53118903,219,Tōkyō,Ishikawa
,53118903,219,Ishikawa,Tōkyō
,53118903,219,Tōkyō,Ishikawa
,53118903,219,Ishikawa,Tōkyō
,53118903,219,Tōkyō,Ishikawa
,53118903,219,Ishikawa,Tōkyō
,53118903,219,Tōkyō,Ōsaka
,53118903,219,Ōsaka,Hyōgo
,53118903,219,Hyōgo,Ōsaka
,2658047323,220,Tōkyō,Tochigi
,2658047323,220,Tochigi,Miyagi
,2658047323,220,Miyagi,Fukushima
,2658047323,220,Fukushima,Tōkyō
,115408096,221,Chiba,Ōsaka
,115408096,221,Ōsaka,Wakayama
,115408096,221,Wakayama,Ōsaka
,115408096,221,Ōsaka,Shiga
,115408096,221,Shiga,Gifu
,115408096,221,Gifu,Mie
,115408096,221,Mie,Aichi
,115408096,221,Aichi,Gifu
,115408096,221,Gifu,Yamanashi
,115408096,221,Yamanashi,Tōkyō
,2870979654,223,Tōkyō,Kanagawa
,2870979654,223,Kanagawa,Shizuoka
,3188856398,224,Chiba,Tōkyō
,3188856398,224,Tōkyō,Fukuoka
,3188856398,224,Fukuoka,Aichi
,144727961,225,Chiba,Tōkyō
,144727961,225,Tōkyō,Chiba
,144727961,225,Chiba,Tōkyō
,144727961,225,Tōkyō,Chiba
,144727961,225,Chiba,Tōkyō
,144727961,225,Tōkyō,Chiba
,144727961,225,Chiba,Tōkyō
,144727961,225,Tōkyō,Chiba
,144727961,225,Chiba,Tōkyō
,144727961,225,Tōkyō,Ōsaka
,144727961,225,Ōsaka,Hyōgo
,144727961,225,Hyōgo,Ōsaka
,144727961,225,Ōsaka,Tōkyō
,144727961,225,Tōkyō,Chiba
,144727961,225,Chiba,Tōkyō
,144727961,225,Tōkyō,Chiba
,144727961,225,Chiba,Tōkyō
,144727961,225,Tōkyō,Chiba
,144727961,225,Chiba,Tōkyō
,727479921996484608,226,Kanagawa,Tōkyō
,727479921996484608,226,Tōkyō,Kanagawa
,727479921996484608,226,Kanagawa,Tōkyō
,727479921996484608,226,Tōkyō,Chiba
,727479921996484608,226,Chiba,Tōkyō
,2989851860,227,Kanagawa,Tōkyō
,89871673,228,Gifu,Yamanashi
,89871673,228,Yamanashi,Nagano
,89871673,228,Nagano,Chiba
,89871673,228,Chiba,Tōkyō
,89871673,228,Tōkyō,Chiba
,89871673,228,Chiba,Tōkyō
